booking_id,hotel_id,commission_rate_pct,revenue_share_partner,revenue_share_platform
420,2,14.000000000000002,5146.31,837.77
421,2,14.000000000000002,5498.96,895.18
422,2,17.0,5831.23,1194.35
423,2,17.0,4135.84,0.0
424,2,14.000000000000002,4916.51,800.36
425,2,14.000000000000002,4019.66,654.36
426,2,14.000000000000002,3948.11,642.72
427,2,17.0,4187.98,857.78
428,2,14.000000000000002,4647.78,756.62
429,2,14.000000000000002,5237.15,0.0
430,2,14.000000000000002,3608.41,587.42
431,2,14.000000000000002,4776.96,777.65
432,2,14.000000000000002,4638.25,755.06
433,2,14.000000000000002,4866.28,792.19
434,2,14.000000000000002,4708.14,0.0
435,2,14.000000000000002,5521.01,0.0
436,2,17.0,5247.81,1074.85
437,2,14.000000000000002,4435.48,722.06
438,2,17.0,4397.81,900.76
439,2,17.0,3701.48,758.14
440,2,17.0,3559.78,729.11
441,2,14.000000000000002,4025.14,655.26
442,2,14.000000000000002,4482.89,729.77
443,2,17.0,4025.51,824.5
444,2,17.0,4031.72,825.77
445,2,14.000000000000002,4334.99,705.7
446,2,14.000000000000002,4998.44,0.0
447,2,14.000000000000002,4062.28,661.3
448,2,17.0,4490.51,919.74
449,2,17.0,5157.3,1056.31
450,2,14.000000000000002,5093.22,829.13
451,2,14.000000000000002,4497.13,732.09
452,2,14.000000000000002,4636.55,754.79
453,2,14.000000000000002,4311.1,701.81
454,2,14.000000000000002,3194.35,520.01
455,2,17.0,5059.46,1036.27
456,2,14.000000000000002,4657.73,758.24
457,2,14.000000000000002,5276.46,858.96
458,2,17.0,4671.94,956.9
459,2,14.000000000000002,4390.01,714.65
460,2,17.0,4349.53,890.87
461,2,14.000000000000002,4909.85,0.0
462,2,14.000000000000002,5178.58,0.0
463,2,17.0,5656.98,1158.66
464,2,14.000000000000002,5334.95,868.48
465,2,14.000000000000002,4989.87,812.31
466,2,14.000000000000002,4160.67,0.0
467,2,14.000000000000002,3586.16,583.79
468,2,14.000000000000002,4102.66,0.0
469,2,14.000000000000002,5102.37,830.62
470,2,14.000000000000002,6431.46,1046.98
471,2,14.000000000000002,6295.76,0.0
472,2,17.0,4287.29,878.12
473,2,14.000000000000002,4697.01,0.0
474,2,14.000000000000002,4761.16,775.07
475,2,14.000000000000002,4344.37,707.22
476,2,14.000000000000002,5418.32,882.05
477,2,14.000000000000002,4345.43,707.39
478,2,14.000000000000002,5183.49,843.82
479,2,14.000000000000002,5222.48,850.17
480,2,14.000000000000002,3763.56,612.67
481,2,14.000000000000002,4779.04,777.98
482,2,14.000000000000002,4639.43,755.26
483,2,17.0,5133.72,1051.49
484,2,14.000000000000002,5187.22,844.43
485,2,14.000000000000002,5047.74,821.72
486,2,14.000000000000002,3338.94,543.55
487,2,14.000000000000002,4476.49,728.73
488,2,14.000000000000002,4709.26,766.62
489,2,14.000000000000002,4692.19,763.84
490,2,14.000000000000002,4892.66,796.48
491,2,14.000000000000002,4331.73,705.17
492,2,14.000000000000002,4921.23,801.13
493,2,14.000000000000002,3478.87,566.33
494,2,14.000000000000002,4485.98,730.28
495,2,14.000000000000002,4724.84,769.16
496,2,17.0,3736.11,765.23
497,2,14.000000000000002,5179.88,0.0
498,2,17.0,4718.66,966.47
499,2,14.000000000000002,4985.46,0.0
500,2,14.000000000000002,4588.21,746.92
501,2,14.000000000000002,4419.18,719.4
502,2,17.0,4097.35,839.22
503,2,17.0,5058.56,0.0
504,2,14.000000000000002,4714.18,767.42
505,2,14.000000000000002,4848.91,789.36
506,2,17.0,4862.5,995.93
507,2,14.000000000000002,3647.01,593.7
508,2,17.0,5371.97,0.0
509,2,14.000000000000002,3711.08,604.13
510,2,17.0,4308.77,882.52
511,2,17.0,4510.29,923.8
512,2,17.0,5016.67,1027.51
513,2,14.000000000000002,4162.78,677.66
514,2,14.000000000000002,3912.5,636.92
515,2,14.000000000000002,4962.76,807.89
516,2,14.000000000000002,4376.32,712.43
517,2,17.0,3508.78,718.67
518,2,17.0,4936.05,0.0
519,2,14.000000000000002,4344.34,707.22
520,2,17.0,5151.44,1055.11
521,2,14.000000000000002,3547.98,577.58
522,2,14.000000000000002,4264.52,694.23
523,2,14.000000000000002,5398.27,0.0
524,2,14.000000000000002,3545.87,577.23
525,2,14.000000000000002,4227.03,688.12
526,2,17.0,4669.46,956.39
527,2,17.0,4157.01,851.43
528,2,14.000000000000002,4228.03,688.28
529,2,17.0,4322.34,885.3
530,2,14.000000000000002,3528.37,574.39
531,2,14.000000000000002,3695.92,601.66
532,2,14.000000000000002,4932.87,803.03
533,2,14.000000000000002,4719.75,768.33
534,2,14.000000000000002,6367.6,0.0
535,2,17.0,4574.77,937.0
536,2,14.000000000000002,4600.29,748.89
537,2,14.000000000000002,4818.37,784.39
538,2,17.0,4436.29,908.64
539,2,14.000000000000002,4474.6,728.42
540,2,14.000000000000002,5289.4,861.06
541,2,17.0,5863.83,1201.02
542,2,14.000000000000002,4900.71,0.0
543,2,14.000000000000002,3997.42,650.74
544,2,14.000000000000002,3509.5,571.31
545,2,14.000000000000002,4990.51,0.0
546,2,14.000000000000002,4376.98,712.53
547,3,21.0,1669.01,443.66
548,3,21.0,1430.96,380.38
549,3,21.0,1556.21,0.0
550,3,24.0,1204.46,380.36
551,3,21.0,1294.02,343.98
552,3,24.0,1237.98,390.94
553,3,21.0,1438.44,382.37
554,3,21.0,1402.57,372.84
555,3,21.0,1448.13,384.94
556,3,21.0,1478.28,392.96
557,3,21.0,1318.79,350.56
558,3,24.0,1624.68,0.0
559,3,21.0,1611.88,428.48
560,3,21.0,1721.96,457.73
561,3,21.0,1717.75,0.0
562,3,21.0,1587.35,421.95
563,3,21.0,1137.71,302.43
564,3,21.0,1527.47,406.03
565,3,24.0,1434.76,453.08
566,3,24.0,1631.94,0.0
567,3,21.0,1765.8,469.39
568,3,21.0,2095.5,557.03
569,3,24.0,1491.56,471.02
570,3,24.0,1489.27,470.29
571,3,21.0,1628.65,432.93
572,3,21.0,1460.1,388.13
573,3,21.0,1492.86,396.84
574,3,21.0,2103.52,559.16
575,3,21.0,1661.28,441.61
576,3,21.0,1822.41,484.44
577,3,21.0,1509.97,401.39
578,3,21.0,1474.37,391.92
579,3,21.0,1332.3,354.16
580,3,24.0,1076.45,339.93
581,3,21.0,1585.7,421.52
582,3,21.0,1538.01,408.84
583,3,21.0,1455.5,386.91
584,3,21.0,1101.24,292.74
585,3,24.0,1221.58,385.76
586,3,21.0,1636.67,0.0
587,3,24.0,1367.44,431.82
588,3,21.0,1479.44,393.27
589,3,21.0,1857.23,493.69
590,3,21.0,1505.19,400.12
591,3,21.0,1398.06,371.64
592,3,21.0,1286.2,341.9
593,3,21.0,1700.15,451.94
594,3,21.0,2011.28,0.0
595,3,21.0,1815.33,0.0
596,3,21.0,1822.81,484.55
597,3,24.0,1268.59,400.61
598,3,21.0,1545.44,410.81
599,3,24.0,1641.94,518.51
600,3,21.0,1399.33,371.98
601,3,21.0,1685.48,448.04
602,3,21.0,1508.46,400.98
603,3,21.0,1975.71,525.19
604,3,24.0,1189.2,375.54
605,3,24.0,1562.45,493.41
606,3,21.0,1123.92,298.76
607,3,24.0,1319.57,416.71
608,3,21.0,1641.26,436.29
609,3,21.0,1747.28,464.47
610,3,24.0,2173.6,0.0
611,3,21.0,1771.72,470.96
612,3,21.0,1776.49,0.0
613,3,21.0,1618.1,430.13
614,3,21.0,1453.01,0.0
615,3,21.0,1444.33,0.0
616,3,21.0,1516.8,403.2
617,3,21.0,1719.48,457.08
618,3,21.0,1789.74,0.0
619,3,21.0,1443.27,383.65
620,3,21.0,1605.63,426.81
621,3,24.0,1169.13,369.2
622,3,24.0,1338.74,422.76
623,3,21.0,1536.54,408.45
624,3,21.0,2037.88,0.0
625,3,21.0,1742.19,463.11
626,3,21.0,1168.07,310.5
627,3,21.0,1551.87,412.52
628,3,21.0,1400.04,372.16
629,3,21.0,1841.3,0.0
630,3,21.0,1871.2,497.41
631,3,21.0,2276.6,0.0
632,3,24.0,1789.41,565.08
633,3,21.0,1324.31,352.03
634,3,24.0,1550.86,0.0
635,3,21.0,1296.8,344.72
636,3,21.0,1344.77,357.47
637,3,24.0,1854.56,585.65
638,3,21.0,1236.87,328.79
639,3,21.0,1532.69,407.42
640,3,24.0,1520.55,0.0
641,3,24.0,1240.16,391.63
642,3,21.0,1682.09,447.14
643,3,24.0,1269.94,401.04
644,3,21.0,2010.61,0.0
645,3,24.0,1606.15,507.2
646,3,24.0,1422.31,449.15
647,3,21.0,1326.63,352.65
648,3,21.0,1096.09,291.36
649,3,21.0,1309.15,348.0
650,3,21.0,1237.79,329.03
651,3,24.0,1365.11,431.09
652,3,21.0,1667.55,443.27
653,3,21.0,1910.28,507.8
654,3,24.0,1233.23,389.44
655,3,24.0,1436.72,0.0
656,3,24.0,1271.64,401.57
657,3,21.0,1519.75,403.99
658,3,24.0,1678.51,530.06
659,3,21.0,2151.02,0.0
660,3,21.0,2012.25,534.9
661,3,21.0,1963.52,0.0
662,3,21.0,1189.42,316.17
663,3,21.0,1487.7,395.46
664,3,21.0,1756.28,0.0
665,3,21.0,1824.22,484.92
666,3,21.0,1401.52,372.56
667,3,24.0,1548.46,488.99
668,3,24.0,1202.24,379.66
669,3,24.0,1383.04,436.75
670,3,24.0,1506.13,0.0
671,3,21.0,1324.51,352.08
672,3,24.0,1424.73,449.91
673,3,24.0,1788.93,564.93
674,3,24.0,1680.63,530.73
675,3,24.0,1014.51,320.37
676,3,21.0,1183.4,314.58
677,3,21.0,1457.72,387.49
678,3,21.0,1874.04,0.0
679,3,21.0,2019.23,536.76
680,3,21.0,1558.08,414.17
681,3,21.0,1762.13,468.42
682,3,24.0,1487.69,469.8
683,3,21.0,1524.85,405.34
684,3,21.0,1669.73,443.85
685,3,21.0,1997.4,0.0
686,3,21.0,1526.08,405.67
687,3,24.0,1272.62,401.88
688,3,21.0,1295.41,344.35
689,3,24.0,1240.87,391.86
690,3,21.0,1528.98,406.44
691,3,24.0,1116.83,352.68
692,3,21.0,1556.73,413.82
693,3,21.0,1840.38,489.21
694,3,24.0,2050.45,0.0
695,3,24.0,1338.99,422.84
696,3,24.0,1556.05,491.38
697,3,21.0,1524.81,405.33
698,3,21.0,1488.85,395.77
699,3,21.0,1664.01,0.0
700,3,21.0,1770.84,0.0
701,3,24.0,1759.76,555.71
702,3,21.0,2189.24,0.0
703,3,21.0,1388.68,369.14
704,3,24.0,1290.02,407.38
705,3,21.0,1133.37,301.28
706,3,24.0,1150.75,363.39
707,3,24.0,1424.26,449.76
708,3,21.0,1936.35,514.72
709,3,21.0,1661.72,441.72
710,3,21.0,1616.0,429.57
711,3,21.0,1465.02,389.44
712,3,24.0,1122.34,354.42
713,3,21.0,1777.38,472.47
714,3,21.0,1479.62,393.32
715,3,21.0,1761.62,468.28
716,3,21.0,1854.37,492.93
717,3,21.0,1639.65,435.86
718,3,24.0,1357.0,0.0
719,3,21.0,1841.96,0.0
720,3,21.0,1683.65,447.55
721,3,21.0,2140.39,0.0
722,3,24.0,1673.67,528.53
723,3,21.0,2355.19,0.0
724,3,24.0,1232.72,389.28
725,3,21.0,1512.38,402.03
726,3,21.0,1177.1,312.9
727,3,21.0,1333.21,354.4
728,3,21.0,1626.18,432.28
729,3,21.0,1412.39,375.45
730,3,21.0,1606.73,427.11
731,3,21.0,1441.28,383.12
732,3,21.0,1598.6,424.94
733,3,21.0,1644.87,437.24
734,3,21.0,1458.59,387.73
735,3,21.0,1796.88,477.65
736,3,21.0,2233.02,0.0
737,3,21.0,2086.19,0.0
738,3,21.0,1729.7,459.79
739,3,21.0,1302.99,346.37
740,3,24.0,1158.27,365.77
741,3,21.0,1158.26,307.89
742,3,21.0,1750.55,465.33
743,3,21.0,1739.3,462.35
744,3,21.0,1691.96,449.76
745,3,21.0,1319.01,350.62
746,3,24.0,1235.73,390.23
747,3,21.0,1685.83,448.13
748,3,24.0,1304.34,411.9
749,3,21.0,1676.32,445.6
750,3,21.0,1560.12,414.71
751,3,21.0,1305.32,346.99
752,3,21.0,1756.49,0.0
753,3,24.0,1480.08,0.0
754,3,21.0,1934.52,0.0
755,3,21.0,1506.57,400.48
756,3,21.0,1757.52,0.0
757,3,21.0,2368.1,0.0
758,3,24.0,1865.15,588.99
759,3,21.0,1293.29,343.79
760,3,21.0,1496.11,397.7
761,3,21.0,1203.33,319.87
762,3,21.0,1331.84,354.03
763,3,21.0,1810.86,481.37
764,3,21.0,2764.65,0.0
765,3,24.0,2129.6,0.0
766,3,21.0,1064.97,283.09
